id,slug,name,symbol,cmc_rank,type,platform_name,token_address,total_supply,circulating_supply,max_supply,price,market_cap,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,tags,whitepaper_url,date_added,last_updated
34466,pudgy-penguins,Pudgy Penguins,PENGU,50,token,Solana,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,88888888888,62860396090.04,,0.03875629905441894,2436236309.5448174,800010739.5836899,221.2219,-0.07778997,14.76326477,15.20028456,collectibles-nfts;memes;solana-ecosystem;animal-memes;ip-memes;made-in-america;binance-hodler-airdrops;binance-ecosystem;binance-listing,,2024-12-17T14:00:00.000Z,2025-09-18T18:33:00.000Z
20396,kaspa,Kaspa,KAS,51,coin,,,26712521400.099564,26712521400.099564,28704026601,0.08938738116789216,2387762332.346176,68312706.99923007,41.3565,0.28030895,3.77859088,6.12367454,mineable;dag;pow;store-of-value;polychain-capital-portfolio;layer-1;made-in-america;binance-ecosystem;binance-listing,https://eprint.iacr.org/2018/104.pdf,2022-06-01T00:03:58.000Z,2025-09-18T18:33:00.000Z
3077,vechain,VeChain,VET,52,coin,,,85985041177,85985041177,86712634466,0.025962277054174823,2232367461.551904,67712380.4609399,33.8602,-0.0749242,6.3558335,5.54523652,logistics;data-provenance;iot;smart-contracts;fenbushi-capital-portfolio;real-world-assets-protocols;layer-1;binance-ecosystem;binance-listing,https://docs.vechain.org,2017-08-22T00:00:00.000Z,2025-09-18T18:33:00.000Z
4030,algorand,Algorand,ALGO,53,coin,,,10000000000,8776593017.780716,10000000000,0.25019719509689103,2195878955.5556936,94893456.86212799,28.2409,0.36472206,5.3730359,4.22821634,pos;platform;research;smart-contracts;algorand-ecosystem;arrington-xrp-capital-portfolio;kenetic-capital-portfolio;usv-portfolio;multicoin-capital-portfolio;exnetwork-capital-portfolio;real-world-assets-protocols;layer-1;dwf-labs-portfolio;alleged-sec-securities;made-in-america;binance-ecosystem;binance-listing,https://developer.algorand.org/,2019-06-20T00:00:00.000Z,2025-09-18T18:32:00.000Z
3794,cosmos,Cosmos,ATOM,54,coin,,,468774140,468774140,,4.666979396192448,2187759252.847834,122098258.38297896,15.7536,0.35740362,3.37494077,0.08391391,platform;cosmos-ecosystem;communications-social-media;content-creation;defi;interoperability;ethereum-ecosystem;polychain-capital-portfolio;dragonfly-capital-portfolio;hashkey-capital-portfolio;1confirmation-portfolio;paradigm-portfolio;exnetwork-capital-portfolio;polygon-ecosystem;cronos-ecosystem;injective-ecosystem;canto-ecosystem;osmosis-ecosystem;alleged-sec-securities;binance-ecosystem;binance-listing,https://cosmos.network/resources/whitepaper,2019-03-14T00:00:00.000Z,2025-09-18T18:32:00.000Z
5690,render,Render,RENDER,55,token,Ethereum,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,533344789.44407415,518584616.1640741,644168762,4.114402389018028,2133665783.6534634,83937261.94585963,52.0553,0.60997945,6.98622886,4.41233834,art;media;vr-ar;ai-big-data;distributed-computing;collectibles-nfts;defi;gaming;scaling;video;ethereum-ecosystem;solana-ecosystem;metaverse;alameda-research-portfolio;multicoin-capital-portfolio;polygon-ecosystem;web3;generative-ai;depin;cmc-crypto-yearbook-2024-2025;made-in-america;binance-ecosystem;binance-listing,https://know.rendernetwork.com/,2020-06-11T00:00:00.000Z,2025-09-18T18:33:00.000Z
23149,sei,Sei,SEI,56,coin,,,10000000000,6127777777,,0.34065920936447047,2087483932.6739924,248370396.87433732,62.7009,-0.14631656,8.24490049,4.57278868,coinbase-ventures-portfolio;multicoin-capital-portfolio;layer-1;jump-crypto;sei-ecosystem;parallel-evm;made-in-america;world-liberty-financial-portfolio;binance-ecosystem;binance-listing,https://github.com/sei-protocol/sei-chain/blob/main/whitepaper/Sei_Whitepaper.pdf,2023-08-14T07:35:00.000Z,2025-09-18T18:33:00.000Z
23095,bonk1,Bonk,BONK,57,token,Ethereum,0x1151CB3d861920e07a38e03eEAd12C32178567F6,87995331225070.28,81205867492433.66,88872433754423.19,2.5667876531392655e-05,2084382180.4204195,569673453.9809309,64.9962,0.58182464,5.81184201,7.73377187,memes;ethereum-ecosystem;solana-ecosystem;polygon-ecosystem;doggone-doggerel;arbitrum-ecosystem;injective-ecosystem;aptos-ecosystem;dwf-labs-portfolio;base-ecosystem;cmc-crypto-awards-2024;move-vm;animal-memes;made-in-america;binance-ecosystem;binance-listing,https://assets-global.website-files.com/63d9862f53dc8e65d16eb0e0/63de6fb910d0b94a933c4a2f_BONK-PAPER-040223.pdf,2022-12-30T06:58:50.000Z,2025-09-18T18:33:00.000Z
2087,kucoin-token,KuCoin Token,KCS,58,token,Ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,142359547.73556715,127359547.73556715,200000000,15.745288005117917,2005312759.2980683,4626489.91870248,13.6944,-0.25364595,-0.77363595,3.9337122,marketplace;centralized-exchange;discount-token;ethereum-ecosystem,https://www.kcs.foundation/kcs-whitepaper.pdf,2017-10-24T00:00:00.000Z,2025-09-18T18:32:00.000Z
33038,sky,Sky,SKY,59,token,Ethereum,0x56072C95FAA701256059aa122697B133aDEd9279,23462665147.365967,23424827629.752308,23462665147,0.07786364766695818,1823942525.2222607,76838320.67695057,-38.4146,0.28056661,-1.28274879,9.09792622,store-of-value;defi;dao;ethereum-ecosystem;polychain-capital-portfolio;governance;lending-borowing;dragonfly-capital-portfolio;electric-capital-portfolio;a16z-portfolio;1confirmation-portfolio;placeholder-ventures-portfolio;pantera-capital-portfolio;paradigm-portfolio;near-protocol-ecosystem;arbitrum-ecosystem;spartan-group;bnb-chain-ecosystem;bitcoin-ecosystem;real-world-assets-protocols;standard-crypto-portfolio;binance-ecosystem;binance-listing,,2024-09-18T13:25:16.000Z,2025-09-18T18:32:00.000Z
2280,filecoin,Filecoin,FIL,60,coin,,,1959079684,689490243,,2.584386096638838,1781908997.777334,193382748.21698606,-36.626,0.27390985,2.86392982,3.33806355,mineable;ai-big-data;distributed-computing;filesharing;storage;polychain-capital-portfolio;blockchain-capital-portfolio;boostvc-portfolio;dcg-portfolio;hashkey-capital-portfolio;a16z-portfolio;winklevoss-capital-portfolio;pantera-capital-portfolio;web3;filecoin-ecosystem;layer-1;alleged-sec-securities;depin;2017-2018-alt-season;made-in-america;binance-ecosystem;binance-listing,https://docs.filecoin.io/,2017-12-13T00:00:00.000Z,2025-09-18T18:33:00.000Z
7950,flare,Flare,FLR,61,coin,,,103974186966.37175,74051712084.77754,,0.024003911587439627,1777530749.7815347,11377365.88574612,-42.1277,0.42176994,-0.43059772,7.36196893,layer-1;dwf-labs-portfolio,https://docs.flare.network/,2020-12-11T00:00:00.000Z,2025-09-18T18:33:00.000Z
29210,jupiter-ag,Jupiter,JUP,62,token,Solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,6999011598.294006,3111744444.42,7000000000,0.5689622986556837,1770465271.9262567,103292111.72938608,127.4253,0.39484164,11.06072721,6.7968241,decentralized-exchange-dex-token;defi;derivatives;amm;solana-ecosystem;cross-chain;moonshot;binance-ecosystem;binance-listing,,2024-01-31T08:38:13.000Z,2025-09-18T18:32:00.000Z
35336,official-trump,OFFICIAL TRUMP,TRUMP,63,token,Solana,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,999999297.273409,199999270.360633,999999993.45,8.710476742839758,1742088993.0612144,291057492.20623904,33.4044,0.12688397,1.75237713,-0.58775355,memes;solana-ecosystem;political-memes;celebrity-memes;made-in-america;moonshot;binance-ecosystem;binance-listing,,2025-01-18T04:19:35.000Z,2025-09-18T18:32:00.000Z
10603,immutable-x,Immutable,IMX,64,token,Ethereum,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,2000000000,1939938090.3898141,2000000000,0.8643293343406333,1676745398.3286674,179079851.82248276,4.882,-0.17545288,18.24806935,48.49819802,collectibles-nfts;privacy;zero-knowledge-proofs;gaming;scaling;ethereum-ecosystem;layer-2;rollups;arrington-xrp-capital-portfolio;alameda-research-portfolio;modular-blockchain;binance-ecosystem;binance-listing,https://support.immutable.com/hc/en-us/articles/4405227590799,2021-06-24T00:00:00.000Z,2025-09-18T18:32:00.000Z
3773,artificial-superintelligence-alliance,Artificial Superintelligence Alliance,FET,65,coin,,,2714493896.672,2372615591.8812613,2719493897,0.6779726216472752,1608568412.9889405,102181385.42735443,24.4601,0.36009856,5.18368358,2.48456475,cosmos-ecosystem;ai-big-data;collectibles-nfts;iot;ethereum-ecosystem;binance-launchpad;web3;injective-ecosystem;osmosis-ecosystem;generative-ai;dwf-labs-portfolio;ai-agents;binance-ecosystem;binance-listing,https://docs.superintelligence.io/artificial-superintelligence-alliance/vision-paper,2019-03-02T00:00:00.000Z,2025-09-18T18:33:00.000Z
11840,optimism-ethereum,Optimism,OP,66,token,Optimism,0x4200000000000000000000000000000000000042,4294967296,1778634390,4294967296,0.833073273647036,1481732773.898499,235573023.47280207,48.4753,0.59575666,7.36138422,7.14456137,layer-2;optimism-ecosystem;made-in-america;binance-ecosystem;binance-listing,,2022-05-31T16:19:46.000Z,2025-09-18T18:33:00.000Z
7226,injective,Injective,INJ,67,token,Ethereum,0xe28b3b32b6c345a34ff64674606124dd5aceca30,100000000,99970935.41,,14.5719263914298,1456769112.0769029,120174870.20110969,26.8154,0.05125991,5.32513841,3.60319685,pos;platform;ai-big-data;smart-contracts;cosmos;binance-smart-chain;binance-launchpad;binance-labs-portfolio;cms-holdings-portfolio;pantera-capital-portfolio;web3;injective-ecosystem;real-world-assets-protocols;layer-1;made-in-america;binance-ecosystem;binance-listing,https://docs.injectiveprotocol.com/#introduction,2020-09-29T00:00:00.000Z,2025-09-18T18:33:00.000Z
22861,celestia,Celestia,TIA,68,token,Osmosis,ibc/D79E7D83AB399BFFF93433E54FAA480C191248FC556924A2A8351AE2638B3877,1145647850.520128,785185739.72516,,1.8191882409979894,1428400664.707319,117679542.1980069,16.8959,0.12125608,6.28448875,2.56092134,platform;cosmos-ecosystem;layer-1;modular-blockchain;egirl-capital-portfolio;data-availability;cmc-crypto-awards-2024;binance-ecosystem;binance-listing,https://arxiv.org/abs/1905.09274,2023-10-31T16:51:41.000Z,2025-09-18T18:32:00.000Z
4269,gatetoken,GateToken,GT,69,token,Ethereum,0xe66747a101bff2dba3697199dcce5b743b454759,300000000,82367183.48053858,300000000,17.233494479573576,1419474401.8098855,11181387.93301346,106.3405,0.09221402,1.75959248,2.77896977,marketplace;centralized-exchange;discount-token;ethereum-ecosystem;solana-ecosystem;ftx-bankruptcy-estate,,2019-08-20T00:00:00.000Z,2025-09-18T18:33:00.000Z
2634,xdc-network,XDC Network,XDC,70,coin,,,38020418743.65,17744841625.1,,0.07914546011525508,1404423655.0908701,43005876.05792215,14.4752,0.02466855,3.06581859,7.4656127,pos;enterprise-solutions;masternodes;smart-contracts;xdc-ecosystem;real-world-assets-protocols;layer-1,https://xinfin.org/docs/whitepaper-tech.pdf,2018-04-12T00:00:00.000Z,2025-09-18T18:32:00.000Z
28081,spx6900,SPX6900,SPX,71,token,Ethereum,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,930993090.07,930993090.07,1000000000,1.4656976917027953,1364554423.1068516,50314602.51018271,93.8417,0.42266943,13.23438884,5.02039652,memes;ethereum-ecosystem;solana-ecosystem;base-ecosystem;binance-alpha;binance-ecosystem;binance-listing,,2023-08-17T10:00:00.000Z,2025-09-18T18:33:00.000Z
27772,paypal-usd,PayPal USD,PYUSD,72,token,Ethereum,0x6c3ea9036406852006290770bedfcaba0e23a0e8,1301144072.178709,1301144072.178709,,0.9995068269780497,1300502383.0246398,110615566.3709321,26.5252,-0.0007529,0.00377739,0.00691924,stablecoin;asset-backed-stablecoin;usd-stablecoin;fiat-stablecoin,https://www.paypalobjects.com/devdoc/community/PYUSD-Solana-White-Paper.pdf,2023-08-21T14:30:00.000Z,2025-09-18T18:33:00.000Z
4847,stacks,Stacks,STX,73,coin,,,1799245532.69428,1799245532.69428,,0.696346753214057,1252898784.9265583,37341254.19860102,7.3449,0.18130334,6.60506041,4.28163863,mineable;platform;collectibles-nfts;gaming;smart-contracts;layer-2;metaverse;arrington-xrp-capital-portfolio;blockchain-capital-portfolio;dcg-portfolio;fabric-ventures-portfolio;hashkey-capital-portfolio;huobi-capital-portfolio;usv-portfolio;web3;injective-ecosystem;bitcoin-ecosystem;made-in-america;binance-ecosystem;binance-listing,https://stacks-network.github.io/stacks/stacks.pdf,2019-10-28T00:00:00.000Z,2025-09-18T18:32:00.000Z
3155,quant,Quant,QNT,74,token,Ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,14881364,12072738,14881364,102.67225965561906,1239535290.6902592,22821094.66401537,46.2949,-0.24441502,2.24787764,2.22597525,platform;defi;interoperability;ethereum-ecosystem;real-world-assets-protocols;binance-ecosystem;binance-listing,,2018-08-10T00:00:00.000Z,2025-09-18T18:33:00.000Z
36341,aster,Aster,ASTER,75,token,BNB Smart Chain (BEP20),0x000Ae314E2A2172a039B26378814C252734f556A,8000000000,1657250000,8000000000,0.7377296252580365,1222602421.4588811,473124636.34173685,465.6753,3.57933119,300.81849477,774.22000283,decentralized-exchange-dex-token;defi;dex;bnb-chain-ecosystem,,2025-04-25T06:46:11.000Z,2025-09-18T18:32:00.000Z
8000,lido-dao,Lido DAO,LDO,76,token,Ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,1000000000,895801548.0664213,,1.3438729698023681,1203843486.7535803,191552213.80821502,156.3779,0.3026467,12.02305086,7.73921429,defi;dao;ethereum-ecosystem;three-arrows-capital-portfolio;solana-ecosystem;paradigm-portfolio;terra-ecosystem;arbitrum-ecosystem;liquid-staking-derivatives;optimism-ecosystem;standard-crypto-portfolio;egirl-capital-portfolio;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,https://lido.fi/static/Lido:Ethereum-Liquid-Staking.pdf,2020-12-15T00:00:00.000Z,2025-09-18T18:33:00.000Z
29270,aerodrome-finance,Aerodrome Finance,AERO,77,token,Base,0x940181a94a35a4569e4529a3cdfb74e38fd98631,1748524991.0700152,897311519.6129439,,1.336109361163809,1198906321.2349772,117029826.40262388,-11.3254,-0.33865751,2.7549013,12.47773323,defi;amm;base-ecosystem;binance-alpha;made-in-america;binance-ecosystem;binance-listing,,2024-02-02T07:15:19.000Z,2025-09-18T18:33:00.000Z
26081,first-digital-usd,First Digital USD,FDUSD,78,token,Ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,1157891353.782785,1157891353.782785,,0.9980392547404429,1155621023.7997732,7539248650.15369,22.3173,0.00351434,-0.02852389,0.02101672,stablecoin;binance-smart-chain;usd-stablecoin;fiat-stablecoin;binance-ecosystem;binance-listing,https://resources.cryptocompare.com/asset-management/3242/1693209082602.pdf,2023-07-26T04:26:40.000Z,2025-09-18T18:33:00.000Z
6538,curve-dao-token,Curve DAO Token,CRV,79,token,Ethereum,0xD533a949740bb3306d119CC777fa900bA034cd52,2305584464.716957,1390955105.4034333,3030303030.299,0.8242486968100288,1146492932.950036,284020864.02215934,60.1224,1.08354282,11.15628752,2.70246027,decentralized-exchange-dex-token;defi;dao;ethereum-ecosystem;yield-farming;amm;governance;framework-ventures-portfolio;alameda-research-portfolio;polygon-ecosystem;fantom-ecosystem;arbitrum-ecosystem;optimism-ecosystem;dwf-labs-portfolio;base-ecosystem;gnosis-chain-ecosystem;binance-ecosystem;binance-listing,https://docs.curve.fi/,2020-08-14T00:00:00.000Z,2025-09-18T18:32:00.000Z
4705,pax-gold,PAX Gold,PAXG,80,token,Ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78,290578.456,290578.456,,3647.1022633495936,1059769344.5582303,144072948.4578943,14.9388,-0.09509812,-1.11917362,0.39558021,ethereum-ecosystem;tokenized-gold;real-world-assets-protocols;binance-ecosystem;binance-listing;tokenized-assets;tokenized-commodities,https://www.paxos.com/pax-gold,2019-09-26T00:00:00.000Z,2025-09-18T18:33:00.000Z
6719,the-graph,The Graph,GRT,81,token,Ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,11355802556.453262,10505772312.920137,,0.09910015612166846,1041123676.3890876,41024466.71739957,22.234,0.39100118,5.10702359,1.34629457,ai-big-data;enterprise-solutions;defi;ethereum-ecosystem;coinbase-ventures-portfolio;avalanche-ecosystem;solana-ecosystem;analytics;coinfund-portfolio;dcg-portfolio;fabric-ventures-portfolio;framework-ventures-portfolio;ledgerprime-portfolio;multicoin-capital-portfolio;parafi-capital;polygon-ecosystem;fantom-ecosystem;web3;near-protocol-ecosystem;arbitrum-ecosystem;spartan-group;injective-ecosystem;sora-ecosystem;made-in-america;binance-ecosystem;binance-listing,https://thegraph.com/docs/,2020-12-17T00:00:00.000Z,2025-09-18T18:33:00.000Z
28177,pyth-network,Pyth Network,PYTH,82,token,Solana,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,9999983487.890007,5749983487.890007,10000000000,0.17611827923214265,1012677197.5004218,89920565.97414139,36.9791,1.13898204,7.54694182,-1.07555255,defi;oracles;solana-ecosystem;cross-chain;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,https://pyth.network/whitepaper_v2.pdf,2023-11-20T09:42:13.000Z,2025-09-18T18:33:00.000Z
32880,kaia,Kaia,KAIA,83,token,KAIA,0x0000000000000000000000000000000000000000,6122120706.674877,6122120706.674877,,0.16101157649853118,985732306.4960238,32251446.93664623,6.6778,0.18244055,2.84315266,2.81130201,platform;enterprise-solutions;layer-1;klaytn-ecosystem;binance-ecosystem;binance-listing,https://docs.kaia.io/kaiatech/kaia-white-paper/,2024-10-29T05:17:50.000Z,2025-09-18T18:33:00.000Z
10804,floki-inu,FLOKI,FLOKI,84,token,Ethereum,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,9657530080160.832,9539363884490.316,,0.00010228191081953258,975704366.1085085,126790465.38819227,56.6031,-0.36960455,4.79880551,4.90208986,defi;gaming;memes;ethereum-ecosystem;metaverse;doggone-doggerel;play-to-earn;bnb-chain-ecosystem;dwf-labs-portfolio;paal-ecosystem;tokenfi-launchpad;animal-memes;binance-ecosystem;binance-listing,https://docs.floki.com/,2021-07-09T00:00:00.000Z,2025-09-18T18:33:00.000Z
7334,conflux-network,Conflux,CFX,85,coin,,,5136700360.66,5136700363.04,,0.18746828203244248,962968392.3745323,89161873.99914186,4.1984,0.12875993,5.17957129,6.2476555,mineable;pow;platform;collectibles-nfts;defi;payments;research;smart-contracts;staking;hybrid-pow-dpos;huobi-capital-portfolio;web3;injective-ecosystem;layer-1;dwf-labs-portfolio;binance-ecosystem;binance-listing,https://confluxnetwork.org/files/Conflux_Economic_Paper_20201230.pdf,2020-11-11T00:00:00.000Z,2025-09-18T18:33:00.000Z
28752,dogwifhat,dogwifhat,WIF,86,token,Solana,EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,998839979.037651,998839979.037651,998840592.989347,0.9577396747304805,956628676.6313198,277820683.6622191,-12.5993,-0.19844577,3.57948438,8.11829218,memes;solana-ecosystem;doggone-doggerel;animal-memes;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,,2023-12-19T09:08:50.000Z,2025-09-18T18:33:00.000Z
7186,pancakeswap,PancakeSwap,CAKE,87,token,Ethereum,0x152649eA73beAb28c5b49B26eb48f7EAD6d4c898,361567613.24106413,345545014.5649367,450000000,2.7545890076282507,951834498.7613184,133567091.72477746,-1.6452,-0.44982311,7.32396984,9.83893547,collectibles-nfts;decentralized-exchange-dex-token;defi;privacy;smart-contracts;ethereum-ecosystem;yield-farming;amm;dex;governance;solana-ecosystem;arbitrum-ecosystem;bnb-chain-ecosystem;aptos-ecosystem;zksync-era-ecosystem;base-ecosystem;linea-ecosystem;move-vm;polygon-zkevm-ecosystem;opbnb-ecosystem;binance-ecosystem;binance-listing,https://docs.pancakeswap.finance/developers,2020-09-25T00:00:00.000Z,2025-09-18T18:32:00.000Z
33597,fartcoin,Fartcoin,FARTCOIN,88,token,Solana,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,1000000000,999998256,1000000000,0.9481774054665097,948175751.8451146,213823363.93941826,62.8503,-0.43508933,12.5131214,10.3659248,memes;solana-ecosystem;ai-memes;pump-fun-ecosystem;terminal-of-truths;binance-alpha;binance-ecosystem;binance-listing,,2024-10-23T17:42:55.000Z,2025-09-18T18:32:00.000Z
13855,ethereum-name-service,Ethereum Name Service,ENS,89,token,Ethereum,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,100000000,36999019.52273425,,24.571869324558026,909135072.8493972,93431542.45363455,48.1882,0.06477894,4.65188479,2.95916229,dao;ethereum-ecosystem;governance;solana-ecosystem;web3;binance-ecosystem;binance-listing,https://docs.ens.domains/,2021-11-09T01:31:29.000Z,2025-09-18T18:32:00.000Z
8526,raydium,Raydium,RAY,90,token,Solana,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,554998183.02808,268127089.855586,555000000,3.3822103411252633,906862216.0453856,93213755.59540965,47.1111,-0.17158789,4.03026529,-3.51065271,decentralized-exchange-dex-token;defi;amm;dex;solana-ecosystem;petrock-capital-portfolio;binance-ecosystem;binance-listing,https://raydium.io/Raydium-Litepaper.pdf,2021-02-19T00:00:00.000Z,2025-09-18T18:32:00.000Z
32684,sonic,Sonic,S,91,coin,,,3222625000,2880000000,,0.3124098684872399,899740421.2432508,97004996.95952943,81.0297,0.2372015,3.68584316,3.76138658,staking;galaxy-digital-portfolio;layer-1;sonic-ecosystem;binance-ecosystem;binance-listing,https://www.soniclabs.com/litepaper,2025-01-03T14:11:26.000Z,2025-09-18T18:32:00.000Z
5176,tether-gold,Tether Gold,XAUt,92,token,Ethereum,0x68749665FF8D2d112Fa859AA293F07A622782F38,246524,246524,,3644.928955866278,898562465.9159783,72066357.1279856,-15.9587,-0.07027357,-1.10644973,0.33304423,ethereum-ecosystem;tokenized-gold;real-world-assets-protocols;tokenized-assets;tokenized-commodities,,2020-02-07T00:00:00.000Z,2025-09-18T18:32:00.000Z
29420,virtual-protocol,Virtuals Protocol,VIRTUAL,93,token,Ethereum,0x44ff8620b8cA30902395A7bD3F2407e1A091BF73,1000000000,655602283.552378,1000000000,1.367684977408641,896657394.3693876,185276016.78717637,107.1684,-0.10821893,9.04525525,9.23291041,ai-big-data;gaming;ethereum-ecosystem;solana-ecosystem;metaverse;generative-ai;base-ecosystem;ai-agents;virtuals-protocol-ecosystem;ai-agent-launchpad;binance-ecosystem;binance-listing,https://whitepaper.virtuals.io/,2024-02-15T07:33:29.000Z,2025-09-18T18:32:00.000Z
9481,pendle,Pendle,PENDLE,94,token,Ethereum,0x808507121b80c02388fad14726482e061b8da827,281527448.45853144,169505785.2959743,,5.2853297448371075,895893968.9467854,107367155.41763343,55.3964,-0.15443642,5.4542113,3.86701922,defi;ethereum-ecosystem;olympus-pro-ecosystem;arbitrum-ecosystem;spartan-group;bitcoin-ecosystem;real-world-assets-protocols;restaking;eigenlayer-ecosystem;cmc-crypto-yearbook-2024-2025;btcfi;binance-ecosystem;binance-listing,https://docs.pendle.finance/resources/lite-paper,2021-04-29T00:00:00.000Z,2025-09-18T18:32:00.000Z
2416,theta-network,Theta Network,THETA,95,coin,,,1000000000,1000000000,1000000000,0.8633314945578466,863331494.5578467,31500048.75866586,36.9957,0.40912115,5.66265654,4.60458454,media;vr-ar;communications-social-media;ai-big-data;distributed-computing;content-creation;entertainment;sharing-economy;smart-contracts;video;huobi-capital-portfolio;web3;layer-1;depin;2017-2018-alt-season;made-in-america;binance-ecosystem;binance-listing,https://s3.us-east-2.amazonaws.com/assets.thetatoken.org/Theta-white-paper-latest.pdf?v=1553657855.509,2018-01-17T00:00:00.000Z,2025-09-18T18:33:00.000Z
29814,ether-fi-ethfi,ether.fi,ETHFI,96,token,Ethereum,0xFe0c30065B384F05761f15d0CC899D4F9F9Cc0eB,1000000000,512533237,1000000000,1.662170366912586,851917558.5991855,229277975.6533164,120.6297,0.21875757,10.08115631,15.12786803,defi;staking;ethereum-ecosystem;binance-launchpool;arbitrum-ecosystem;eigenlayer-ecosystem;cmc-crypto-yearbook-2024-2025;binance-ecosystem;binance-listing,https://etherfi.gitbook.io/etherfi/ether.fi-whitepaper,2024-03-13T06:06:39.000Z,2025-09-18T18:32:00.000Z
7080,gala,Gala,GALA,97,token,Ethereum,0xd1d2Eb1B1e90B638588728b4130137D262C87cae,46008866873.04784,46008866873.04784,50000000000,0.018509832343506272,851616412.1348151,129147276.42989977,67.2395,0.52098877,8.19077721,7.60078372,collectibles-nfts;gaming;binance-smart-chain;polygon-ecosystem;play-to-earn;layer-1;dwf-labs-portfolio;made-in-america;binance-ecosystem;binance-listing,,2020-09-16T00:00:00.000Z,2025-09-18T18:32:00.000Z
2011,tezos,Tezos,XTZ,98,coin,,,1078979244.295659,1058915264.740593,,0.7996457416192997,846757082.1854885,29516566.02738963,-12.6279,0.49494633,4.32446144,7.73126434,pos;platform;enterprise-solutions;collectibles-nfts;smart-contracts;polychain-capital-portfolio;boostvc-portfolio;winklevoss-capital-portfolio;tezos-ecosystem;layer-1;2017-2018-alt-season;made-in-america;binance-ecosystem;binance-listing,https://tezos.com/whitepaper.pdf,2017-10-06T00:00:00.000Z,2025-09-18T18:33:00.000Z
2694,nexo,Nexo,NEXO,99,token,Ethereum,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,1000000000,646145839.5746847,1000000000,1.2982794173830752,838877844.1475197,10672169.58590133,-7.2318,-0.02558338,1.82917004,0.38969794,services;payments;ethereum-ecosystem;polygon-ecosystem;cardano-ecosystem;alleged-sec-securities;binance-ecosystem;binance-listing,,2018-05-01T00:00:00.000Z,2025-09-18T18:33:00.000Z
1437,zcash,Zcash,ZEC,100,coin,,,16221363.6655448,16221363.6655448,21000000,50.64287544863717,821496499.7212338,96602187.71991755,6.2204,0.59194178,-0.8878709,5.63760462,mineable;pow;equihash;medium-of-exchange;privacy;zero-knowledge-proofs;binance-chain;boostvc-portfolio;dcg-portfolio;electric-capital-portfolio;fenbushi-capital-portfolio;hashkey-capital-portfolio;winklevoss-capital-portfolio;placeholder-ventures-portfolio;pantera-capital-portfolio;layer-1;standard-crypto-portfolio;2017-2018-alt-season;made-in-america;binance-ecosystem;binance-listing,https://github.com/zcash/zips/blob/master/protocol/protocol.pdf,2016-10-29T00:00:00.000Z,2025-09-18T18:32:00.000Z
6210,the-sandbox,The Sandbox,SAND,101,token,Ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,3000000000,2573289192.2233224,,0.3155230981330646,811932178.322634,67270662.97740082,39.8012,0.70365874,4.58351137,4.96705524,communications-social-media;collectibles-nfts;content-creation;gaming;ethereum-ecosystem;binance-launchpad;metaverse;polygon-ecosystem;play-to-earn;animoca-brands-portfolio;alleged-sec-securities;binance-ecosystem;binance-listing,http://www.sandbox.game/The_Sandbox_Whitepaper_2020.pdf,2020-08-05T00:00:00.000Z,2025-09-18T18:33:00.000Z
34104,morpho,Morpho,MORPHO,102,token,Ethereum,0x58D97B57BB95320F9a05dC918Aef65434969c2B2,1000000000,337801055.975246,1000000000,2.391104586937497,807717654.4147409,70968529.03066458,163.9756,3.78968591,19.49643249,16.68973121,defi;ethereum-ecosystem;coinbase-ventures-portfolio;lending-borowing;fenbushi-capital-portfolio;pantera-capital-portfolio;arbitrum-ecosystem;base-ecosystem;binance-alpha;binance-ecosystem;binance-listing,https://docs.morpho.org/,2024-11-21T10:30:00.000Z,2025-09-18T18:33:00.000Z
